minute,device_id,temperature_c,humidity_pct,pressure_bar,vibration_mm_s
2026-08-31T18:18:00,machine-01,31.757,55.827,5.325,1.803
2026-08-31T18:19:00,machine-01,30.521,57.521,4.92,0.964
2026-08-31T18:20:00,machine-01,30.519,57.541,4.771,2.673
2026-08-31T18:21:00,machine-01,31.973,55.476,5.245,4.003
2026-08-31T18:22:00,machine-01,33.176,54.146,5.445,2.733
2026-08-31T18:23:00,machine-01,33.355,53.982,5.402,3.173
2026-08-31T18:24:00,machine-01,35.271,51.675,5.447,5.591
2026-08-31T18:25:00,machine-01,37.436,48.78,5.631,4.015
2026-08-31T18:26:00,machine-01,38.139,48.081,5.651,3.3
2026-08-31T18:27:00,machine-01,37.749,48.626,5.311,1.112
2026-08-31T18:28:00,machine-01,36.587,50.099,4.937,0.611
2026-08-31T18:29:00,machine-01,35.469,51.275,4.552,0.777
2026-08-31T18:30:00,machine-01,34.215,52.798,4.555,1.505
2026-08-31T18:31:00,machine-01,34.184,52.909,4.448,0.816
2026-08-31T18:32:00,machine-01,32.746,54.675,4.356,0.738
2026-08-31T18:33:00,machine-01,31.837,55.822,4.2,0.591
2026-08-31T18:34:00,machine-01,30.926,56.871,4.27,0.655
2026-08-31T18:35:00,machine-01,30.173,57.742,4.131,0.625
2026-08-31T18:36:00,machine-01,29.489,58.511,4.215,1.285
2026-08-31T18:37:00,machine-01,28.967,59.108,4.386,1.172
2026-08-31T18:38:00,machine-01,27.287,61.218,4.33,0.644
2026-08-31T18:39:00,machine-01,25.141,63.807,4.287,0.768
2026-08-31T18:40:00,machine-01,24.682,64.436,4.3,0.971
2026-08-31T18:41:00,machine-01,24.854,64.133,4.535,2.568
2026-08-31T18:42:00,machine-01,25.512,63.432,4.891,2.954
2026-08-31T18:43:00,machine-01,25.906,62.713,5.098,2.95
2026-08-31T18:44:00,machine-01,27.223,61.279,5.39,5.151
2026-08-31T18:45:00,machine-01,29.217,58.892,5.769,6.106
2026-08-31T18:46:00,machine-01,31.062,56.535,5.906,5.048
2026-08-31T18:47:00,machine-01,32.576,54.861,6.084,5.947
2026-08-31T18:48:00,machine-01,34.505,52.745,6.308,5.474
2026-08-31T18:49:00,machine-01,35.476,51.294,6.347,4.084
2026-08-31T18:50:00,machine-01,35.576,51.439,5.943,2.513
2026-08-31T18:51:00,machine-01,35.913,50.928,5.605,3.209
2026-08-31T18:52:00,machine-01,35.735,51.095,5.33,2.074
2026-08-31T18:53:00,machine-01,35.559,51.377,5.105,2.468
2026-08-31T18:54:00,machine-01,36.163,50.493,4.844,1.724
2026-08-31T18:55:00,machine-01,35.41,51.598,4.735,1.407
2026-08-31T18:56:00,machine-01,35.786,51.02,5.029,3.195
2026-08-31T18:57:00,machine-01,37.373,49.042,5.479,5.321
2026-08-31T18:58:00,machine-01,39.012,47.173,5.901,5.294
2026-08-31T18:59:00,machine-01,40.025,46.072,6.041,4.204
2026-08-31T19:00:00,machine-01,40.378,45.525,5.969,3.074
2026-08-31T19:01:00,machine-01,40.085,45.879,5.712,2.409
2026-08-31T19:02:00,machine-01,39.574,46.511,5.538,1.118
2026-08-31T19:03:00,machine-01,38.022,48.169,5.03,0.723
2026-08-31T19:04:00,machine-01,36.105,50.645,4.797,0.851
2026-08-31T19:05:00,machine-01,34.568,52.691,4.778,1.89
2026-08-31T19:06:00,machine-01,33.594,53.621,4.947,2.751
2026-08-31T19:07:00,machine-01,33.911,53.411,5.291,3.654
2026-08-31T19:08:00,machine-01,35.079,51.959,5.442,4.88
2026-08-31T19:09:00,machine-01,35.836,51.069,5.8,5.059
2026-08-31T19:10:00,machine-01,35.593,51.183,5.614,2.886
2026-08-31T19:11:00,machine-01,34.673,52.389,5.476,3.752
2026-08-31T19:12:00,machine-01,34.489,52.724,5.605,4.252
2026-08-31T19:13:00,machine-01,34.238,52.859,5.446,2.688
2026-08-31T19:14:00,machine-01,32.462,55.072,5.046,1.179
2026-08-31T19:15:00,machine-01,30.394,57.478,4.726,0.725
2026-08-31T19:16:00,machine-01,29.608,58.606,4.821,1.724
2026-08-31T19:17:00,machine-01,28.614,59.819,4.598,0.623
2026-08-31T19:18:00,machine-01,27.001,61.566,4.387,0.526
2026-08-31T19:19:00,machine-01,25.674,63.335,4.299,0.968
2026-08-31T19:20:00,machine-01,25.224,63.815,4.259,1.782
2026-08-31T19:21:00,machine-01,25.941,62.862,4.322,1.303
2026-08-31T19:22:00,machine-01,27.692,60.656,4.472,3.063
2026-08-31T19:23:00,machine-01,29.666,58.571,4.62,1.595
2026-08-31T19:24:00,machine-01,31.257,56.423,4.907,2.854
2026-08-31T19:25:00,machine-01,32.51,54.98,4.99,1.809
2026-08-31T19:26:00,machine-01,32.989,54.539,4.841,2.501
2026-08-31T19:27:00,machine-01,34.529,52.5,5.012,3.742
2026-08-31T19:28:00,machine-01,36.404,50.415,5.093,3.099
2026-08-31T19:29:00,machine-01,37.206,49.135,5.05,2.372
2026-08-31T19:30:00,machine-01,37.114,49.638,4.97,2.522
2026-08-31T19:31:00,machine-01,38.286,48.074,5.16,4.098
2026-08-31T19:32:00,machine-01,40.529,45.457,5.6,5.236
2026-08-31T19:33:00,machine-01,41.409,44.136,5.86,5.918
2026-08-31T19:34:00,machine-01,42.206,43.395,6.125,6.222
2026-08-31T19:35:00,machine-01,42.801,42.755,6.185,5.099
2026-08-31T19:36:00,machine-01,42.643,42.702,5.934,3.914
2026-08-31T19:37:00,machine-01,42.057,43.573,5.611,2.863
2026-08-31T19:38:00,machine-01,39.644,46.419,5.379,1.45
2026-08-31T19:39:00,machine-01,36.882,49.512,4.899,0.918
2026-08-31T19:40:00,machine-01,33.792,53.391,4.549,1.191
2026-08-31T19:41:00,machine-01,31.569,56.175,4.473,0.984
2026-08-31T19:42:00,machine-01,29.72,58.194,4.328,0.771
2026-08-31T19:43:00,machine-01,28.86,59.188,4.356,2.353
2026-08-31T19:44:00,machine-01,28.79,59.223,4.662,2.163
2026-08-31T19:45:00,machine-01,28.18,60.051,4.907,2.38
2026-08-31T19:46:00,machine-01,28.021,60.367,5.199,1.813
2026-08-31T19:47:00,machine-01,28.526,59.788,5.139,2.763
2026-08-31T19:48:00,machine-01,29.124,59.108,5.187,2.232
2026-08-31T19:49:00,machine-01,28.79,59.464,5.142,1.521
2026-08-31T19:50:00,machine-01,29.245,59.083,4.896,2.264
2026-08-31T19:51:00,machine-01,31.339,56.299,4.954,4.162
2026-08-31T19:52:00,machine-01,33.967,53.11,5.256,4.94
2026-08-31T19:53:00,machine-01,36.034,50.796,5.477,4.491
2026-08-31T19:54:00,machine-01,38.152,48.26,5.549,4.952
2026-08-31T19:55:00,machine-01,38.706,47.409,5.722,3.837
2026-08-31T19:56:00,machine-01,39.486,46.626,5.867,5.275
2026-08-31T19:57:00,machine-01,41.803,43.627,5.835,5.823
2026-08-31T19:58:00,machine-01,43.707,41.554,5.957,5.648
2026-08-31T19:59:00,machine-01,45.467,39.396,6.091,5.647
2026-08-31T20:00:00,machine-01,45.999,38.534,6.032,5.119
2026-08-31T20:01:00,machine-01,46.213,38.597,6.096,5.768
2026-08-31T20:02:00,machine-01,46.687,38.021,6.361,6.325
2026-08-31T20:03:00,machine-01,46.888,37.777,6.318,4.61
2026-08-31T20:04:00,machine-01,45.927,38.997,6.025,5.286
2026-08-31T20:05:00,machine-01,46.587,38.115,6.274,6.165
2026-08-31T20:06:00,machine-01,46.45,38.311,6.263,5.745
2026-08-31T20:07:00,machine-01,45.844,38.96,6.167,5.919
2026-08-31T20:08:00,machine-01,45.21,39.664,6.077,5.553
2026-08-31T20:09:00,machine-01,44.45,40.522,5.99,5.793
2026-08-31T20:10:00,machine-01,43.036,42.347,5.892,4.149
2026-08-31T20:11:00,machine-01,40.733,45.189,5.895,3.18
2026-08-31T20:12:00,machine-01,38.517,47.861,5.552,1.539
2026-08-31T20:13:00,machine-01,35.027,51.999,5.113,0.921
2026-08-31T20:14:00,machine-01,31.602,56.12,4.861,0.839
2026-08-31T20:15:00,machine-01,30.04,57.823,4.822,2.016
2026-08-31T20:16:00,machine-01,29.31,58.864,4.842,2.437
2026-08-31T20:17:00,machine-01,29.345,58.875,4.714,2.443
2026-08-31T20:18:00,machine-01,29.355,58.831,4.924,1.853
2026-08-31T20:19:00,machine-01,29.43,58.654,4.901,1.049
2026-08-31T20:20:00,machine-01,28.19,60.221,4.461,0.62
2026-08-31T20:21:00,machine-01,27.362,61.245,4.335,0.908
2026-08-31T20:22:00,machine-01,27.307,61.426,4.281,0.831
2026-08-31T20:23:00,machine-01,27.688,60.728,4.255,1.07
2026-08-31T20:24:00,machine-01,28.069,60.321,4.179,0.97
2026-08-31T20:25:00,machine-01,29.907,58.153,4.461,2.58
2026-08-31T20:26:00,machine-01,32.073,55.557,4.696,2.012
2026-08-31T20:27:00,machine-01,33.22,54.224,4.77,1.367
2026-08-31T20:28:00,machine-01,33.811,53.424,4.709,2.3
2026-08-31T20:29:00,machine-01,34.52,52.532,4.745,1.707
2026-08-31T20:30:00,machine-01,33.575,53.657,4.421,0.598
2026-08-31T20:31:00,machine-01,33.109,54.3,4.459,1.541
2026-08-31T20:32:00,machine-01,33.191,54.262,4.506,1.058
2026-08-31T20:33:00,machine-01,32.643,54.931,4.218,0.601
2026-08-31T20:34:00,machine-01,31.522,55.923,4.416,2.289
2026-08-31T20:35:00,machine-01,32.161,55.304,4.942,4.443
2026-08-31T20:36:00,machine-01,33.906,53.205,5.491,5.864
2026-08-31T20:37:00,machine-01,35.257,51.653,5.688,5.379
2026-08-31T20:38:00,machine-01,35.82,50.909,5.633,5.702
2026-08-31T20:39:00,machine-01,36.933,49.723,5.793,6.039
2026-08-31T20:40:00,machine-01,38.117,48.481,6.11,4.936
2026-08-31T20:41:00,machine-01,37.391,49.061,5.975,2.96
2026-08-31T20:42:00,machine-01,35.609,51.368,5.528,2.094
2026-08-31T20:43:00,machine-01,33.672,53.663,5.414,2.126
2026-08-31T20:44:00,machine-01,31.886,55.759,5.295,1.405
2026-08-31T20:45:00,machine-01,29.875,57.888,4.933,1.012
2026-08-31T20:46:00,machine-01,29.277,58.781,4.825,1.524
2026-08-31T20:47:00,machine-01,29.11,59.045,4.873,1.332
2026-08-31T20:48:00,machine-01,28.307,59.985,4.632,1.296
2026-08-31T20:49:00,machine-01,28.684,59.609,4.556,2.478
2026-08-31T20:50:00,machine-01,28.668,59.606,4.792,2.593
2026-08-31T20:51:00,machine-01,30.138,57.84,5.032,3.825
2026-08-31T20:52:00,machine-01,32.49,55.0,5.304,4.69
2026-08-31T20:53:00,machine-01,34.984,52.06,5.629,4.969
2026-08-31T20:54:00,machine-01,37.229,49.242,5.728,5.375
2026-08-31T20:55:00,machine-01,39.69,46.428,6.145,6.204
2026-08-31T20:56:00,machine-01,41.38,44.35,6.234,3.645
2026-08-31T20:57:00,machine-01,41.151,44.667,5.851,2.613
2026-08-31T20:58:00,machine-01,41.402,44.416,5.61,3.489
2026-08-31T20:59:00,machine-01,42.553,43.104,5.897,5.832
2026-08-31T21:00:00,machine-01,44.358,40.828,6.106,5.808
2026-08-31T21:01:00,machine-01,45.516,39.392,6.203,6.031
2026-08-31T21:02:00,machine-01,46.321,38.434,6.314,5.548
2026-08-31T21:03:00,machine-01,46.352,38.344,6.404,5.577
2026-08-31T21:04:00,machine-01,45.736,39.248,6.109,3.434
2026-08-31T21:05:00,machine-01,43.652,41.698,5.626,2.276
2026-08-31T21:06:00,machine-01,41.315,44.454,5.258,1.769
2026-08-31T21:07:00,machine-01,39.131,47.181,4.997,1.665
2026-08-31T21:08:00,machine-01,37.281,49.199,4.67,1.314
2026-08-31T21:09:00,machine-01,35.434,51.445,4.897,2.375
2026-08-31T21:10:00,machine-01,34.92,52.026,5.252,3.374
2026-08-31T21:11:00,machine-01,34.981,52.055,5.505,4.561
2026-08-31T21:12:00,machine-01,34.955,52.098,5.646,3.094
2026-08-31T21:13:00,machine-01,34.062,53.148,5.346,1.771
2026-08-31T21:14:00,machine-01,31.926,55.769,5.007,0.839
2026-08-31T21:15:00,machine-01,29.838,58.319,4.78,0.877
2026-08-31T21:16:00,machine-01,28.748,59.501,4.685,1.354
2026-08-31T21:17:00,machine-01,28.153,60.047,4.881,2.434
2026-08-31T21:18:00,machine-01,27.691,60.842,4.783,0.931
2026-08-31T21:19:00,machine-01,27.444,61.189,4.587,0.976
2026-08-31T21:20:00,machine-01,27.48,60.921,4.622,1.111
2026-08-31T21:21:00,machine-01,28.674,59.868,4.917,3.787
2026-08-31T21:22:00,machine-01,31.852,55.984,5.344,4.853
2026-08-31T21:23:00,machine-01,35.127,51.797,5.746,5.921
2026-08-31T21:24:00,machine-01,37.202,49.333,5.919,5.358
2026-08-31T21:25:00,machine-01,38.137,48.109,5.916,4.503
2026-08-31T21:26:00,machine-01,39.556,46.763,6.051,5.629
2026-08-31T21:27:00,machine-01,41.55,44.048,6.022,4.267
2026-08-31T21:28:00,machine-01,42.264,43.269,5.677,2.626
2026-08-31T21:29:00,machine-01,42.52,42.847,5.726,3.738
2026-08-31T21:30:00,machine-01,43.401,41.953,5.985,5.327
2026-08-31T21:31:00,machine-01,44.762,40.152,6.14,4.978
2026-08-31T21:32:00,machine-01,44.123,41.089,6.108,3.895
2026-08-31T21:33:00,machine-01,43.195,42.124,5.784,2.962
2026-08-31T21:34:00,machine-01,42.241,43.046,5.692,3.252
2026-08-31T21:35:00,machine-01,41.741,43.945,5.646,3.983
2026-08-31T21:36:00,machine-01,42.276,43.164,5.584,3.875
2026-08-31T21:37:00,machine-01,41.325,44.484,5.51,3.122
2026-08-31T21:38:00,machine-01,39.224,47.098,5.357,2.795
2026-08-31T21:39:00,machine-01,38.021,48.441,5.527,3.303
2026-08-31T21:40:00,machine-01,37.242,49.391,5.458,3.36
2026-08-31T21:41:00,machine-01,36.748,49.886,5.496,4.249
2026-08-31T21:42:00,machine-01,36.258,50.515,5.652,5.61
2026-08-31T21:43:00,machine-01,37.079,49.66,5.87,5.012
2026-08-31T21:44:00,machine-01,36.69,49.982,5.758,2.507
2026-08-31T21:45:00,machine-01,35.021,52.014,5.629,3.115
2026-08-31T21:46:00,machine-01,34.801,52.266,5.704,3.871
2026-08-31T21:47:00,machine-01,33.557,53.517,5.472,1.48
2026-08-31T21:48:00,machine-01,31.882,55.624,4.924,1.006
2026-08-31T21:49:00,machine-01,30.381,57.687,4.699,0.584
2026-08-31T21:50:00,machine-01,29.638,58.624,4.388,0.65
2026-08-31T21:51:00,machine-01,29.089,59.218,4.32,0.877
2026-08-31T21:52:00,machine-01,29.344,58.847,4.374,1.662
2026-08-31T21:53:00,machine-01,29.914,58.014,4.278,1.648
2026-08-31T21:54:00,machine-01,30.716,57.175,4.573,2.164
2026-08-31T21:55:00,machine-01,31.808,55.947,4.825,1.842
2026-08-31T21:56:00,machine-01,32.896,54.395,4.775,1.292
2026-08-31T21:57:00,machine-01,32.94,54.425,4.423,0.576
2026-08-31T21:58:00,machine-01,33.119,54.212,4.301,1.597
2026-08-31T21:59:00,machine-01,34.129,52.95,4.404,1.545
2026-08-31T22:00:00,machine-01,33.17,54.176,4.623,0.821
2026-08-31T22:01:00,machine-01,32.556,54.95,4.617,0.749
2026-08-31T22:02:00,machine-01,31.783,55.822,4.49,0.769
2026-08-31T22:03:00,machine-01,32.652,55.04,4.728,3.936
2026-08-31T22:04:00,machine-01,35.427,51.517,5.224,5.894
2026-08-31T22:05:00,machine-01,37.449,49.106,5.555,4.88
2026-08-31T22:06:00,machine-01,37.992,48.458,5.874,3.972
2026-08-31T22:07:00,machine-01,36.697,49.861,5.687,1.817
2026-08-31T22:08:00,machine-01,35.031,52.041,5.34,0.814
2026-08-31T22:09:00,machine-01,33.0,54.297,4.942,1.802
2026-08-31T22:10:00,machine-01,32.356,55.111,4.948,3.068
2026-08-31T22:11:00,machine-01,32.954,54.549,5.271,4.565
2026-08-31T22:12:00,machine-01,33.896,53.159,5.47,3.569
2026-08-31T22:13:00,machine-01,32.215,55.416,5.383,1.58
2026-08-31T22:14:00,machine-01,29.562,58.571,4.987,0.516
2026-08-31T22:15:00,machine-01,27.255,61.386,4.781,1.499
2026-08-31T22:16:00,machine-01,26.564,62.227,4.834,1.861
2026-08-31T22:17:00,machine-01,27.865,60.633,5.102,3.871
2026-08-31T22:18:00,machine-01,29.797,58.151,5.187,4.029
2026-08-31T22:19:00,machine-01,31.524,56.056,5.164,4.799
2026-08-31T22:20:00,machine-01,33.189,54.312,5.298,4.77
2026-08-31T22:21:00,machine-01,34.827,52.094,5.589,5.208
2026-08-31T22:22:00,machine-01,36.688,49.95,5.884,6.076
2026-08-31T22:23:00,machine-01,37.955,48.345,6.012,4.181
2026-08-31T22:24:00,machine-01,38.528,47.644,5.827,2.868
2026-08-31T22:25:00,machine-01,39.587,46.454,5.896,4.156
2026-08-31T22:26:00,machine-01,41.054,44.703,5.785,4.471
2026-08-31T22:27:00,machine-01,41.781,43.874,5.774,4.067
2026-08-31T22:28:00,machine-01,42.511,42.943,5.921,4.346
2026-08-31T22:29:00,machine-01,42.152,43.298,5.687,2.516
2026-08-31T22:30:00,machine-01,41.598,44.081,5.593,2.229
2026-08-31T22:31:00,machine-01,40.902,44.763,5.409,2.06
2026-08-31T22:32:00,machine-01,40.653,45.185,5.357,2.649
2026-08-31T22:33:00,machine-01,39.435,46.694,5.216,1.386
2026-08-31T22:34:00,machine-01,37.015,49.332,4.955,0.741
2026-08-31T22:35:00,machine-01,35.066,51.822,4.675,1.312
2026-08-31T22:36:00,machine-01,33.907,53.319,4.795,1.108
2026-08-31T22:37:00,machine-01,33.048,54.242,4.964,2.153
2026-08-31T22:38:00,machine-01,32.393,54.965,5.19,1.569
2026-08-31T22:39:00,machine-01,30.456,57.432,4.952,0.843
2026-08-31T22:40:00,machine-01,28.839,59.525,4.875,0.802
2026-08-31T22:41:00,machine-01,27.103,61.504,4.512,0.611
2026-08-31T22:42:00,machine-01,25.834,63.027,4.578,1.007
2026-08-31T22:43:00,machine-01,25.303,63.484,4.718,2.249
2026-08-31T22:44:00,machine-01,25.541,63.207,4.89,2.357
2026-08-31T22:45:00,machine-01,25.649,63.186,5.111,0.956
2026-08-31T22:46:00,machine-01,25.456,63.433,5.058,1.013
2026-08-31T22:47:00,machine-01,24.995,64.078,4.662,1.119
2026-08-31T22:48:00,machine-01,25.248,63.725,4.631,1.201
2026-08-31T22:49:00,machine-01,25.156,63.778,4.546,0.694
2026-08-31T22:50:00,machine-01,24.501,64.313,4.419,0.695
2026-08-31T22:51:00,machine-01,24.36,64.653,4.552,0.974
2026-08-31T22:52:00,machine-01,24.909,64.171,4.507,0.612
2026-08-31T22:53:00,machine-01,25.57,63.336,4.387,1.339
2026-08-31T22:54:00,machine-01,27.75,60.564,4.455,1.772
2026-08-31T22:55:00,machine-01,28.978,59.327,4.331,1.263
2026-08-31T22:56:00,machine-01,29.36,58.928,4.486,1.498
2026-08-31T22:57:00,machine-01,30.673,57.088,4.872,4.08
2026-08-31T22:58:00,machine-01,33.263,54.141,5.228,5.381
2026-08-31T22:59:00,machine-01,36.221,50.547,5.641,4.295
2026-08-31T23:00:00,machine-01,37.942,48.502,5.73,3.921
2026-08-31T23:01:00,machine-01,39.83,46.1,5.813,3.684
2026-08-31T23:02:00,machine-01,40.538,45.29,5.843,4.19
2026-08-31T23:03:00,machine-01,40.832,44.868,5.955,4.87
2026-08-31T23:04:00,machine-01,40.747,45.328,6.237,5.705
2026-08-31T23:05:00,machine-01,41.205,44.713,6.297,5.562
2026-08-31T23:06:00,machine-01,42.336,43.258,6.346,6.113
2026-08-31T23:07:00,machine-01,42.685,42.813,6.517,5.076
2026-08-31T23:08:00,machine-01,42.483,42.946,6.256,3.989
2026-08-31T23:09:00,machine-01,41.142,44.48,6.125,4.929
2026-08-31T23:10:00,machine-01,39.496,46.633,6.02,2.023
2026-08-31T23:11:00,machine-01,36.594,49.933,5.485,1.444
2026-08-31T23:12:00,machine-01,34.435,52.558,5.214,2.161
2026-08-31T23:13:00,machine-01,33.395,54.039,5.083,2.39
2026-08-31T23:14:00,machine-01,32.175,55.481,5.049,2.388
2026-08-31T23:15:00,machine-01,31.302,56.476,5.255,2.948
2026-08-31T23:16:00,machine-01,31.295,56.195,5.217,2.872
2026-08-31T23:17:00,machine-01,30.383,57.417,4.964,1.69
2026-08-31T23:18:00,machine-01,30.271,57.847,4.927,1.7
2026-08-31T23:19:00,machine-01,29.777,58.323,4.782,1.93
2026-08-31T23:20:00,machine-01,30.126,57.867,4.83,1.865
2026-08-31T23:21:00,machine-01,31.317,56.269,4.979,3.589
2026-08-31T23:22:00,machine-01,33.904,53.326,5.209,4.245
2026-08-31T23:23:00,machine-01,35.686,51.141,5.407,4.704
2026-08-31T23:24:00,machine-01,37.459,49.08,5.629,6.017
2026-08-31T23:25:00,machine-01,39.785,46.402,5.916,5.536
2026-08-31T23:26:00,machine-01,41.204,44.514,5.996,4.336
2026-08-31T23:27:00,machine-01,42.578,42.839,6.083,4.713
2026-08-31T23:28:00,machine-01,43.92,41.41,6.068,5.418
2026-08-31T23:29:00,machine-01,44.668,40.528,6.093,5.665
2026-08-31T23:30:00,machine-01,45.416,39.419,6.173,5.731
2026-08-31T23:31:00,machine-01,45.571,39.313,6.303,4.766
2026-08-31T23:32:00,machine-01,43.671,41.324,5.987,1.352
2026-08-31T23:33:00,machine-01,40.391,45.603,5.509,1.203
2026-08-31T23:34:00,machine-01,38.897,47.364,5.163,1.77
2026-08-31T23:35:00,machine-01,37.569,48.882,5.073,1.528
2026-08-31T23:36:00,machine-01,35.709,51.223,4.815,0.598
2026-08-31T23:37:00,machine-01,33.603,53.752,4.538,0.66
2026-08-31T23:38:00,machine-01,32.048,55.743,4.463,0.956
2026-08-31T23:39:00,machine-01,30.314,57.756,4.543,1.394
2026-08-31T23:40:00,machine-01,29.998,58.083,4.966,4.152
2026-08-31T23:41:00,machine-01,31.214,56.659,5.397,3.569
2026-08-31T23:42:00,machine-01,31.547,56.049,5.503,2.979
2026-08-31T23:43:00,machine-01,31.978,55.635,5.55,2.619
2026-08-31T23:44:00,machine-01,31.023,56.866,5.421,3.047
2026-08-31T23:45:00,machine-01,30.971,56.879,5.556,4.036
2026-08-31T23:46:00,machine-01,30.344,57.689,5.311,2.044
2026-08-31T23:47:00,machine-01,30.296,57.911,5.332,2.48
2026-08-31T23:48:00,machine-01,30.991,56.808,5.493,3.685
2026-08-31T23:49:00,machine-01,32.108,55.555,5.443,2.163
2026-08-31T23:50:00,machine-01,32.493,54.959,5.242,1.915
2026-08-31T23:51:00,machine-01,32.12,55.501,4.949,1.468
2026-08-31T23:52:00,machine-01,31.714,55.897,4.822,1.13
2026-08-31T23:53:00,machine-01,31.25,56.58,4.735,1.653
2026-08-31T23:54:00,machine-01,31.915,55.811,4.753,1.747
2026-08-31T23:55:00,machine-01,32.84,54.658,4.852,2.74
2026-08-31T23:56:00,machine-01,35.248,51.502,5.116,3.811
2026-08-31T23:57:00,machine-01,37.82,48.589,5.465,5.436
2026-08-31T23:58:00,machine-01,40.69,45.153,5.764,5.936
2026-08-31T23:59:00,machine-01,42.743,42.754,5.858,5.838
2026-09-01T00:00:00,machine-01,43.824,41.292,6.155,4.746
2026-09-01T00:01:00,machine-01,44.562,40.473,6.173,4.611
2026-09-01T00:02:00,machine-01,44.221,41.037,6.091,3.316
2026-09-01T00:03:00,machine-01,43.572,41.578,5.667,2.817
2026-09-01T00:04:00,machine-01,42.396,43.195,5.671,2.707
2026-09-01T00:05:00,machine-01,40.964,44.768,5.631,3.204
2026-09-01T00:06:00,machine-01,39.456,46.661,5.585,3.343
2026-09-01T00:07:00,machine-01,38.447,47.781,5.567,4.105
2026-09-01T00:08:00,machine-01,36.756,49.789,5.411,2.85
2026-09-01T00:09:00,machine-01,35.824,51.154,5.427,3.873
2026-09-01T00:10:00,machine-01,35.767,51.104,5.63,3.482
2026-09-01T00:11:00,machine-01,34.734,52.2,5.696,1.887
2026-09-01T00:12:00,machine-01,32.395,55.068,5.225,1.707
2026-09-01T00:13:00,machine-01,31.487,56.11,5.142,2.721
2026-09-01T00:14:00,machine-01,30.661,57.241,5.264,3.345
2026-09-01T00:15:00,machine-01,31.363,56.329,5.457,4.87
2026-09-01T00:16:00,machine-01,32.366,55.006,5.705,4.287
